item,year,gsdp,state
"Electricity, gas, water supply & other utility services",2013-14,1051772,Chhattisgarh
"Electricity, gas, water supply & other utility services",2014-15,1198438,Chhattisgarh
"Electricity, gas, water supply & other utility services",2015-16,1351026,Chhattisgarh
"Electricity, gas, water supply & other utility services",2016-17,1461841,Chhattisgarh
Construction,2011-12,1901330,Chhattisgarh
Construction,2012-13,1920771,Chhattisgarh
Construction,2013-14,2260022,Chhattisgarh
Construction,2014-15,2669855,Chhattisgarh
Construction,2015-16,3016954,Chhattisgarh
Construction,2016-17,3391547,Chhattisgarh
"Trade, repair, hotels and restaurants",2011-12,932617,Chhattisgarh
"Trade, repair, hotels and restaurants",2012-13,1101271,Chhattisgarh
"Trade, repair, hotels and restaurants",2013-14,1288982,Chhattisgarh
"Trade, repair, hotels and restaurants",2014-15,1535571,Chhattisgarh
"Trade, repair, hotels and restaurants",2015-16,1782734,Chhattisgarh
"Trade, repair, hotels and restaurants",2016-17,1979656,Chhattisgarh
Trade & repair services,2011-12,847597,Chhattisgarh
Trade & repair services,2012-13,1011450,Chhattisgarh
Trade & repair services,2013-14,1178419,Chhattisgarh
Trade & repair services,2014-15,1414164,Chhattisgarh
Trade & repair services,2015-16,1666029,Chhattisgarh
Trade & repair services,2016-17,1838297,Chhattisgarh
Hotels & restaurants,2011-12,85020,Chhattisgarh
Hotels & restaurants,2012-13,89821,Chhattisgarh
Hotels & restaurants,2013-14,110563,Chhattisgarh
Hotels & restaurants,2014-15,121407,Chhattisgarh
Hotels & restaurants,2015-16,116706,Chhattisgarh
Hotels & restaurants,2016-17,141359,Chhattisgarh
"Transport, storage, communication & services related to broadcasting",2011-12,583708,Chhattisgarh
"Transport, storage, communication & services related to broadcasting",2012-13,683320,Chhattisgarh
"Transport, storage, communication & services related to broadcasting",2013-14,783315,Chhattisgarh
"Transport, storage, communication & services related to broadcasting",2014-15,871770,Chhattisgarh
"Transport, storage, communication & services related to broadcasting",2015-16,1003151,Chhattisgarh
"Transport, storage, communication & services related to broadcasting",2016-17,1165466,Chhattisgarh
Railways,2011-12,121509,Chhattisgarh
Railways,2012-13,140418,Chhattisgarh
Railways,2013-14,150098,Chhattisgarh
Railways,2014-15,159176,Chhattisgarh
Railways,2015-16,173471,Chhattisgarh
Railways,2016-17,186151,Chhattisgarh
Road transport,2011-12,275736,Chhattisgarh
Road transport,2012-13,320533,Chhattisgarh
Road transport,2013-14,357128,Chhattisgarh
Road transport,2014-15,386628,Chhattisgarh
Road transport,2015-16,443855,Chhattisgarh
Road transport,2016-17,516676,Chhattisgarh
Water transport,2011-12,0,Chhattisgarh
Water transport,2012-13,0,Chhattisgarh
Water transport,2013-14,0,Chhattisgarh
Water transport,2014-15,0,Chhattisgarh
Water transport,2015-16,0,Chhattisgarh
Water transport,2016-17,0,Chhattisgarh
Air transport,2011-12,2217,Chhattisgarh
Air transport,2012-13,4215,Chhattisgarh
Air transport,2013-14,3337,Chhattisgarh
Air transport,2014-15,9507,Chhattisgarh
Air transport,2015-16,9842,Chhattisgarh
Air transport,2016-17,11038,Chhattisgarh
Services incidental to transport,2011-12,3756,Chhattisgarh
Services incidental to transport,2012-13,4347,Chhattisgarh
Services incidental to transport,2013-14,4818,Chhattisgarh
Services incidental to transport,2014-15,5232,Chhattisgarh
Services incidental to transport,2015-16,5680,Chhattisgarh
Services incidental to transport,2016-17,6084,Chhattisgarh
Storage,2011-12,10189,Chhattisgarh
Storage,2012-13,11689,Chhattisgarh
Storage,2013-14,14026,Chhattisgarh
Storage,2014-15,16675,Chhattisgarh
Storage,2015-16,19415,Chhattisgarh
Storage,2016-17,22675,Chhattisgarh
Communication & services related to broadcasting,2011-12,170301,Chhattisgarh
Communication & services related to broadcasting,2012-13,202117,Chhattisgarh
Communication & services related to broadcasting,2013-14,253906,Chhattisgarh
Communication & services related to broadcasting,2014-15,294552,Chhattisgarh
Communication & services related to broadcasting,2015-16,350888,Chhattisgarh
Communication & services related to broadcasting,2016-17,422842,Chhattisgarh
Financial services,2011-12,537699,Chhattisgarh
Financial services,2012-13,609344,Chhattisgarh
Financial services,2013-14,676094,Chhattisgarh
Financial services,2014-15,739057,Chhattisgarh
Financial services,2015-16,813950,Chhattisgarh
Financial services,2016-17,903006,Chhattisgarh
"Real estate, ownership of dwelling & professional services",2011-12,1755211,Chhattisgarh
"Real estate, ownership of dwelling & professional services",2012-13,1919629,Chhattisgarh
"Real estate, ownership of dwelling & professional services",2013-14,2227586,Chhattisgarh
"Real estate, ownership of dwelling & professional services",2014-15,2462166,Chhattisgarh
"Real estate, ownership of dwelling & professional services",2015-16,2749303,Chhattisgarh
"Real estate, ownership of dwelling & professional services",2016-17,3034840,Chhattisgarh
Public administration,2011-12,549383,Chhattisgarh
Public administration,2012-13,611344,Chhattisgarh
Public administration,2013-14,781483,Chhattisgarh
Public administration,2014-15,867982,Chhattisgarh
Public administration,2015-16,1028511,Chhattisgarh
Public administration,2016-17,1274761,Chhattisgarh
Other services,2011-12,781803,Chhattisgarh
Other services,2012-13,875123,Chhattisgarh
Other services,2013-14,914758,Chhattisgarh
Other services,2014-15,1112232,Chhattisgarh
Other services,2015-16,1320891,Chhattisgarh
Other services,2016-17,1616648,Chhattisgarh
"Agriculture, forestry and fishing",2011-12,204298,Goa
"Agriculture, forestry and fishing",2012-13,228626,Goa
"Agriculture, forestry and fishing",2013-14,311711,Goa
"Agriculture, forestry and fishing",2014-15,308507,Goa
"Agriculture, forestry and fishing",2015-16,366186,Goa
Crops,2011-12,102417,Goa
Crops,2012-13,108207,Goa
Crops,2013-14,126747,Goa
Crops,2014-15,140421,Goa
Crops,2015-16,159400,Goa
Livestock,2011-12,23530,Goa
Livestock,2012-13,26599,Goa
Livestock,2013-14,31237,Goa
Livestock,2014-15,30141,Goa
Livestock,2015-16,43088,Goa
Forestry and logging,2011-12,11797,Goa
Forestry and logging,2012-13,12522,Goa
Forestry and logging,2013-14,13051,Goa
Forestry and logging,2014-15,15744,Goa
Forestry and logging,2015-16,19880,Goa
Fishing and aquaculture,2011-12,66554,Goa
Fishing and aquaculture,2012-13,81298,Goa
Fishing and aquaculture,2013-14,140676,Goa
Fishing and aquaculture,2014-15,122201,Goa
Fishing and aquaculture,2015-16,143819,Goa
Mining and quarrying,2011-12,643618,Goa
Mining and quarrying,2012-13,208663,Goa
Mining and quarrying,2013-14,3977,Goa
Mining and quarrying,2014-15,3622,Goa
Mining and quarrying,2015-16,3678,Goa
Manufacturing,2011-12,1629346,Goa
Manufacturing,2012-13,1453493,Goa
Manufacturing,2013-14,1091757,Goa
Manufacturing,2014-15,1177608,Goa
Manufacturing,2015-16,1285215,Goa
"Electricity, gas, water supply & other utility services",2011-12,95883,Goa
"Electricity, gas, water supply & other utility services",2012-13,116876,Goa
"Electricity, gas, water supply & other utility services",2013-14,157732,Goa
"Electricity, gas, water supply & other utility services",2014-15,204110,Goa
"Electricity, gas, water supply & other utility services",2015-16,274414,Goa
Construction,2011-12,135801,Goa
Construction,2012-13,140399,Goa
Construction,2013-14,161627,Goa
Construction,2014-15,165819,Goa
Construction,2015-16,175281,Goa
"Trade, repair, hotels and restaurants",2011-12,259615,Goa
"Trade, repair, hotels and restaurants",2012-13,259610,Goa
"Trade, repair, hotels and restaurants",2013-14,284357,Goa
"Trade, repair, hotels and restaurants",2014-15,380927,Goa
"Trade, repair, hotels and restaurants",2015-16,470977,Goa
Trade & repair services,2011-12,231790,Goa
Trade & repair services,2012-13,229719,Goa
Trade & repair services,2013-14,251701,Goa
Trade & repair services,2014-15,343492,Goa
Trade & repair services,2015-16,427674,Goa
Hotels & restaurants,2011-12,27825,Goa
Hotels & restaurants,2012-13,29891,Goa
Hotels & restaurants,2013-14,32656,Goa
Hotels & restaurants,2014-15,37434,Goa
Hotels & restaurants,2015-16,43303,Goa
"Transport, storage, communication & services related to broadcasting",2011-12,155964,Goa
"Transport, storage, communication & services related to broadcasting",2012-13,141372,Goa
"Transport, storage, communication & services related to broadcasting",2013-14,135168,Goa
"Transport, storage, communication & services related to broadcasting",2014-15,189656,Goa
"Transport, storage, communication & services related to broadcasting",2015-16,186023,Goa
Railways,2011-12,12158,Goa
Railways,2012-13,13498,Goa
Railways,2013-14,13559,Goa
Railways,2014-15,15649,Goa
Railways,2015-16,18061,Goa
Road transport,2011-12,34683,Goa
Road transport,2012-13,38841,Goa
Road transport,2013-14,42533,Goa
Road transport,2014-15,46171,Goa
Road transport,2015-16,48971,Goa
Water transport,2011-12,42442,Goa
Water transport,2012-13,22267,Goa
Water transport,2013-14,12790,Goa
Water transport,2014-15,17820,Goa
Water transport,2015-16,20561,Goa
Air transport,2011-12,9731,Goa
Air transport,2012-13,18426,Goa
Air transport,2013-14,15901,Goa
Air transport,2014-15,46359,Goa
Air transport,2015-16,15904,Goa
Services incidental to transport,2011-12,29654,Goa
Services incidental to transport,2012-13,18371,Goa
Services incidental to transport,2013-14,12158,Goa
Services incidental to transport,2014-15,19272,Goa
Services incidental to transport,2015-16,30779,Goa
Storage,2011-12,192,Goa
Storage,2012-13,253,Goa
Storage,2013-14,306,Goa
Storage,2014-15,357,Goa
Storage,2015-16,416,Goa
Communication & services related to broadcasting,2011-12,27105,Goa
Communication & services related to broadcasting,2012-13,29716,Goa
Communication & services related to broadcasting,2013-14,37921,Goa
Communication & services related to broadcasting,2014-15,44028,Goa
Communication & services related to broadcasting,2015-16,51330,Goa
Financial services,2011-12,172930,Goa
Financial services,2012-13,205807,Goa
Financial services,2013-14,219431,Goa
Financial services,2014-15,233618,Goa
Financial services,2015-16,248722,Goa
"Real estate, ownership of dwelling & professional services",2011-12,268681,Goa
"Real estate, ownership of dwelling & professional services",2012-13,311294,Goa
"Real estate, ownership of dwelling & professional services",2013-14,353295,Goa
"Real estate, ownership of dwelling & professional services",2014-15,407099,Goa
"Real estate, ownership of dwelling & professional services",2015-16,471567,Goa
Public administration,2011-12,250476,Goa
Public administration,2012-13,279612,Goa
Public administration,2013-14,319424,Goa
Public administration,2014-15,346486,Goa
Public administration,2015-16,376530,Goa
Other services,2011-12,123955,Goa
Other services,2012-13,141551,Goa
Other services,2013-14,163883,Goa
Other services,2014-15,180431,Goa
Other services,2015-16,200606,Goa
"Agriculture, forestry and fishing",2011-12,10736422,Gujarat
"Agriculture, forestry and fishing",2012-13,9917095,Gujarat
"Agriculture, forestry and fishing",2013-14,13040117,Gujarat
"Agriculture, forestry and fishing",2014-15,13769969,Gujarat
"Agriculture, forestry and fishing",2015-16,14233763,Gujarat
Crops,2011-12,7950972,Gujarat
Crops,2012-13,6767738,Gujarat
Crops,2013-14,9556409,Gujarat
Crops,2014-15,9671086,Gujarat
Crops,2015-16,9516349,Gujarat
Livestock,2011-12,1850549,Gujarat
Livestock,2012-13,2011439,Gujarat
Livestock,2013-14,2316038,Gujarat
Livestock,2014-15,2698910,Gujarat
Livestock,2015-16,3164273,Gujarat
Forestry and logging,2011-12,611318,Gujarat
Forestry and logging,2012-13,770303,Gujarat
Forestry and logging,2013-14,715171,Gujarat
Forestry and logging,2014-15,761616,Gujarat
Forestry and logging,2015-16,858369,Gujarat
Fishing and aquaculture,2011-12,323584,Gujarat
Fishing and aquaculture,2012-13,367616,Gujarat
Fishing and aquaculture,2013-14,452499,Gujarat
Fishing and aquaculture,2014-15,638357,Gujarat
Fishing and aquaculture,2015-16,694772,Gujarat
Mining and quarrying,2011-12,1850611,Gujarat
Mining and quarrying,2012-13,2315728,Gujarat
Mining and quarrying,2013-14,2026283,Gujarat
Mining and quarrying,2014-15,2117218,Gujarat
Mining and quarrying,2015-16,2276009,Gujarat
Manufacturing,2011-12,15681931,Gujarat
Manufacturing,2012-13,20692579,Gujarat
Manufacturing,2013-14,21997752,Gujarat
Manufacturing,2014-15,24087538,Gujarat
Manufacturing,2015-16,26640817,Gujarat
"Electricity, gas, water supply & other utility services",2011-12,2190546,Gujarat
"Electricity, gas, water supply & other utility services",2012-13,2679262,Gujarat
"Electricity, gas, water supply & other utility services",2013-14,2890694,Gujarat
"Electricity, gas, water supply & other utility services",2014-15,3409983,Gujarat
"Electricity, gas, water supply & other utility services",2015-16,3812361,Gujarat
Construction,2011-12,4469267,Gujarat
Construction,2012-13,4702959,Gujarat
Construction,2013-14,5352370,Gujarat
Construction,2014-15,5526017,Gujarat
Construction,2015-16,5968098,Gujarat
"Trade, repair, hotels and restaurants",2011-12,6646396,Gujarat
"Trade, repair, hotels and restaurants",2012-13,8457461,Gujarat
"Trade, repair, hotels and restaurants",2013-14,8991796,Gujarat
"Trade, repair, hotels and restaurants",2014-15,10178713,Gujarat
"Trade, repair, hotels and restaurants",2015-16,10697827,Gujarat
Trade & repair services,2011-12,6646396,Gujarat
Trade & repair services,2012-13,8457461,Gujarat
Trade & repair services,2013-14,8991796,Gujarat
Trade & repair services,2014-15,10178713,Gujarat
Trade & repair services,2015-16,10697827,Gujarat
Hotels & restaurants,2011-12,NA,Gujarat
Hotels & restaurants,2012-13,NA,Gujarat
Hotels & restaurants,2013-14,NA,Gujarat
Hotels & restaurants,2014-15,NA,Gujarat
Hotels & restaurants,2015-16,NA,Gujarat
"Transport, storage, communication & services related to broadcasting",2011-12,3253230,Gujarat
"Transport, storage, communication & services related to broadcasting",2012-13,3715274,Gujarat
"Transport, storage, communication & services related to broadcasting",2013-14,4015345,Gujarat
"Transport, storage, communication & services related to broadcasting",2014-15,4555910,Gujarat
"Transport, storage, communication & services related to broadcasting",2015-16,5105238,Gujarat
Railways,2011-12,328792,Gujarat
Railways,2012-13,363157,Gujarat
Railways,2013-14,384751,Gujarat
Railways,2014-15,511593,Gujarat
Railways,2015-16,596006,Gujarat
Road transport,2011-12,NA,Gujarat
Road transport,2012-13,NA,Gujarat
Road transport,2013-14,NA,Gujarat
Road transport,2014-15,NA,Gujarat
Road transport,2015-16,NA,Gujarat
Water transport,2011-12,NA,Gujarat
Water transport,2012-13,NA,Gujarat
Water transport,2013-14,NA,Gujarat
Water transport,2014-15,NA,Gujarat
Water transport,2015-16,NA,Gujarat
Air transport,2011-12,NA,Gujarat
Air transport,2012-13,NA,Gujarat
Air transport,2013-14,NA,Gujarat
Air transport,2014-15,NA,Gujarat
Air transport,2015-16,NA,Gujarat
Services incidental to transport*,2011-12,2126306,Gujarat
Services incidental to transport*,2012-13,2434819,Gujarat
Services incidental to transport*,2013-14,2485294,Gujarat
Services incidental to transport*,2014-15,2744163,Gujarat
Services incidental to transport*,2015-16,3051509,Gujarat
Storage,2011-12,36202,Gujarat
Storage,2012-13,40557,Gujarat
Storage,2013-14,46042,Gujarat
Storage,2014-15,57634,Gujarat
Storage,2015-16,66101,Gujarat
Communication & services related to broadcasting,2011-12,761929,Gujarat
Communication & services related to broadcasting,2012-13,876741,Gujarat
Communication & services related to broadcasting,2013-14,1099258,Gujarat
Communication & services related to broadcasting,2014-15,1242520,Gujarat
Communication & services related to broadcasting,2015-16,1391622,Gujarat
Financial services,2011-12,2942743,Gujarat
Financial services,2012-13,3461652,Gujarat
Financial services,2013-14,4116751,Gujarat
Financial services,2014-15,4606644,Gujarat
Financial services,2015-16,5210114,Gujarat
"Real estate, ownership of dwelling & professional services",2011-12,3481417,Gujarat
"Real estate, ownership of dwelling & professional services",2012-13,3969395,Gujarat
"Real estate, ownership of dwelling & professional services",2013-14,4564674,Gujarat
"Real estate, ownership of dwelling & professional services",2014-15,5179502,Gujarat
"Real estate, ownership of dwelling & professional services",2015-16,5916201,Gujarat
Public administration,2011-12,1917276,Gujarat
Public administration,2012-13,2184966,Gujarat
Public administration,2013-14,2373071,Gujarat
Public administration,2014-15,2576195,Gujarat
Public administration,2015-16,2887915,Gujarat
Other services,2011-12,2022268,Gujarat
Other services,2012-13,2419178,Gujarat
Other services,2013-14,2739442,Gujarat
Other services,2014-15,3123413,Gujarat
Other services,2015-16,3628248,Gujarat
"Agriculture, forestry and fishing",2011-12,6453886,Haryana
"Agriculture, forestry and fishing",2012-13,7150666,Haryana
"Agriculture, forestry and fishing",2013-14,7929914,Haryana
"Agriculture, forestry and fishing",2014-15,8015238,Haryana
"Agriculture, forestry and fishing",2015-16,8396709,Haryana
"Agriculture, forestry and fishing",2016-17,9466087,Haryana
Crops,2011-12,4088737,Haryana
Crops,2012-13,4457601,Haryana
Crops,2013-14,4951547,Haryana
Crops,2014-15,4636731,Haryana
Crops,2015-16,4727367,Haryana
Crops,2016-17,5469577,Haryana
Livestock,2011-12,1889817,Haryana
Livestock,2012-13,2160183,Haryana
Livestock,2013-14,2483010,Haryana
Livestock,2014-15,2916173,Haryana
Livestock,2015-16,3225085,Haryana
Livestock,2016-17,3524563,Haryana
Forestry and logging,2011-12,389490,Haryana
Forestry and logging,2012-13,432560,Haryana
Forestry and logging,2013-14,400345,Haryana
Forestry and logging,2014-15,352254,Haryana
Forestry and logging,2015-16,356483,Haryana
Forestry and logging,2016-17,347491,Haryana
Fishing and aquaculture,2011-12,85843,Haryana
Fishing and aquaculture,2012-13,100322,Haryana
Fishing and aquaculture,2013-14,95012,Haryana
Fishing and aquaculture,2014-15,110080,Haryana
Fishing and aquaculture,2015-16,87774,Haryana
Fishing and aquaculture,2016-17,124457,Haryana
Mining and quarrying,2011-12,11882,Haryana
Mining and quarrying,2012-13,10013,Haryana
Mining and quarrying,2013-14,30643,Haryana
Mining and quarrying,2014-15,25186,Haryana
Mining and quarrying,2015-16,47743,Haryana
Mining and quarrying,2016-17,95975,Haryana
Manufacturing,2011-12,5328609,Haryana
Manufacturing,2012-13,6663757,Haryana
Manufacturing,2013-14,7386437,Haryana
Manufacturing,2014-15,7756921,Haryana
Manufacturing,2015-16,8487531,Haryana
Manufacturing,2016-17,9098633,Haryana
"Electricity, gas, water supply & other utility services",2011-12,344604,Haryana
"Electricity, gas, water supply & other utility services",2012-13,647542,Haryana
"Electricity, gas, water supply & other utility services",2013-14,990052,Haryana
"Electricity, gas, water supply & other utility services",2014-15,1101919,Haryana
"Electricity, gas, water supply & other utility services",2015-16,1436434,Haryana
"Electricity, gas, water supply & other utility services",2016-17,1771999,Haryana
Construction,2011-12,2975966,Haryana
Construction,2012-13,3042391,Haryana
Construction,2013-14,3571936,Haryana
Construction,2014-15,3702571,Haryana
Construction,2015-16,3930821,Haryana
Construction,2016-17,4232315,Haryana
"Trade, repair, hotels and restaurants",2011-12,3310742,Haryana
"Trade, repair, hotels and restaurants",2012-13,3881872,Haryana
"Trade, repair, hotels and restaurants",2013-14,4337016,Haryana
"Trade, repair, hotels and restaurants",2014-15,4986319,Haryana
"Trade, repair, hotels and restaurants",2015-16,5500429,Haryana
"Trade, repair, hotels and restaurants",2016-17,6173305,Haryana
Trade & repair services,2011-12,3191526,Haryana
Trade & repair services,2012-13,3750911,Haryana
Trade & repair services,2013-14,4195470,Haryana
Trade & repair services,2014-15,4817784,Haryana
Trade & repair services,2015-16,5307508,Haryana
Trade & repair services,2016-17,5951557,Haryana
Hotels & restaurants,2011-12,119216,Haryana
Hotels & restaurants,2012-13,130961,Haryana
Hotels & restaurants,2013-14,141546,Haryana
Hotels & restaurants,2014-15,168535,Haryana
Hotels & restaurants,2015-16,192922,Haryana
Hotels & restaurants,2016-17,221748,Haryana
"Transport, storage, communication & services related to broadcasting",2011-12,1727689,Haryana
"Transport, storage, communication & services related to broadcasting",2012-13,1965560,Haryana
"Transport, storage, communication & services related to broadcasting",2013-14,2226172,Haryana
"Transport, storage, communication & services related to broadcasting",2014-15,2560623,Haryana
"Transport, storage, communication & services related to broadcasting",2015-16,2859546,Haryana
"Transport, storage, communication & services related to broadcasting",2016-17,3201201,Haryana
Railways,2011-12,268949,Haryana
Railways,2012-13,333924,Haryana
Railways,2013-14,349621,Haryana
Railways,2014-15,423873,Haryana
Railways,2015-16,473961,Haryana
Railways,2016-17,533680,Haryana
Road transport,2011-12,1004452,Haryana
Road transport,2012-13,1137035,Haryana
Road transport,2013-14,1283657,Haryana
Road transport,2014-15,1452364,Haryana
Road transport,2015-16,1595178,Haryana
Road transport,2016-17,1745342,Haryana
Water transport,2011-12,NA,Haryana
Water transport,2012-13,NA,Haryana
Water transport,2013-14,NA,Haryana
Water transport,2014-15,NA,Haryana
Water transport,2015-16,NA,Haryana
Water transport,2016-17,NA,Haryana
Air transport,2011-12,NA,Haryana
Air transport,2012-13,NA,Haryana
Air transport,2013-14,NA,Haryana
Air transport,2014-15,NA,Haryana
Air transport,2015-16,NA,Haryana
Air transport,2016-17,NA,Haryana
Services incidental to transport,2011-12,139222,Haryana
Services incidental to transport,2012-13,156962,Haryana
Services incidental to transport,2013-14,163774,Haryana
Services incidental to transport,2014-15,190269,Haryana
Services incidental to transport,2015-16,211159,Haryana
Services incidental to transport,2016-17,234366,Haryana
Storage,2011-12,11955,Haryana
Storage,2012-13,16530,Haryana
Storage,2013-14,14378,Haryana
Storage,2014-15,14459,Haryana
Storage,2015-16,11646,Haryana
Storage,2016-17,11876,Haryana
Communication & services related to broadcasting,2011-12,303112,Haryana
Communication & services related to broadcasting,2012-13,321109,Haryana
Communication & services related to broadcasting,2013-14,414741,Haryana
Communication & services related to broadcasting,2014-15,479658,Haryana
Communication & services related to broadcasting,2015-16,567602,Haryana
Communication & services related to broadcasting,2016-17,675936,Haryana
Financial services,2011-12,1165659,Haryana
Financial services,2012-13,1321389,Haryana
Financial services,2013-14,1483809,Haryana
Financial services,2014-15,1671486,Haryana
Financial services,2015-16,1811965,Haryana
Financial services,2016-17,2002221,Haryana
"Real estate, ownership of dwelling & professional services",2011-12,4092800,Haryana
"Real estate, ownership of dwelling & professional services",2012-13,5007987,Haryana
"Real estate, ownership of dwelling & professional services",2013-14,6262214,Haryana
"Real estate, ownership of dwelling & professional services",2014-15,6970183,Haryana
"Real estate, ownership of dwelling & professional services",2015-16,7855396,Haryana
"Real estate, ownership of dwelling & professional services",2016-17,8970862,Haryana
Public administration,2011-12,729814,Haryana
Public administration,2012-13,822186,Haryana
Public administration,2013-14,885660,Haryana
Public administration,2014-15,1036377,Haryana
Public administration,2015-16,1154920,Haryana
Public administration,2016-17,1363217,Haryana
Other services,2011-12,1265812,Haryana
Other services,2012-13,1476085,Haryana
Other services,2013-14,1652825,Haryana
Other services,2014-15,2001581,Haryana
Other services,2015-16,2328010,Haryana
Other services,2016-17,2753390,Haryana
"Agriculture, forestry and fishing",2011-12,1162626,Himachal_Pradesh
"Agriculture, forestry and fishing",2012-13,1313711,Himachal_Pradesh
"Agriculture, forestry and fishing",2013-14,1497802,Himachal_Pradesh
"Agriculture, forestry and fishing",2014-15,1514981,Himachal_Pradesh
Crops,2011-12,673402,Himachal_Pradesh
Crops,2012-13,814909,Himachal_Pradesh
Crops,2013-14,938019,Himachal_Pradesh
Crops,2014-15,853758,Himachal_Pradesh
Livestock,2011-12,115315,Himachal_Pradesh
Livestock,2012-13,109697,Himachal_Pradesh
Livestock,2013-14,108442,Himachal_Pradesh
Livestock,2014-15,110304,Himachal_Pradesh
Forestry and logging,2011-12,368735,Himachal_Pradesh
Forestry and logging,2012-13,383150,Himachal_Pradesh
Forestry and logging,2013-14,443092,Himachal_Pradesh
Forestry and logging,2014-15,540950,Himachal_Pradesh
Fishing and aquaculture,2011-12,5175,Himachal_Pradesh
Fishing and aquaculture,2012-13,5956,Himachal_Pradesh
Fishing and aquaculture,2013-14,8249,Himachal_Pradesh
Fishing and aquaculture,2014-15,9968,Himachal_Pradesh
Mining and quarrying,2011-12,28640,Himachal_Pradesh
Mining and quarrying,2012-13,30544,Himachal_Pradesh
Mining and quarrying,2013-14,28476,Himachal_Pradesh
Mining and quarrying,2014-15,33385,Himachal_Pradesh
Manufacturing,2011-12,1799826,Himachal_Pradesh
Manufacturing,2012-13,2063113,Himachal_Pradesh
Manufacturing,2013-14,2355433,Himachal_Pradesh
Manufacturing,2014-15,2543637,Himachal_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,602408,Himachal_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,619270,Himachal_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,713480,Himachal_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,767268,Himachal_Pradesh
Construction,2011-12,638216,Himachal_Pradesh
Construction,2012-13,711075,Himachal_Pradesh
Construction,2013-14,775084,Himachal_Pradesh
Construction,2014-15,808256,Himachal_Pradesh
"Trade, repair, hotels and restaurants",2011-12,456829,Himachal_Pradesh
"Trade, repair, hotels and restaurants",2012-13,513988,Himachal_Pradesh
"Trade, repair, hotels and restaurants",2013-14,583016,Himachal_Pradesh
"Trade, repair, hotels and restaurants",2014-15,615496,Himachal_Pradesh
Trade & repair services,2011-12,357260,Himachal_Pradesh
Trade & repair services,2012-13,407784,Himachal_Pradesh
Trade & repair services,2013-14,473098,Himachal_Pradesh
Trade & repair services,2014-15,494162,Himachal_Pradesh
Hotels & restaurants,2011-12,99569,Himachal_Pradesh
Hotels & restaurants,2012-13,106203,Himachal_Pradesh
Hotels & restaurants,2013-14,109918,Himachal_Pradesh
Hotels & restaurants,2014-15,121333,Himachal_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,300837,Himachal_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,351968,Himachal_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,445448,Himachal_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,552234,Himachal_Pradesh
Railways,2011-12,1720,Himachal_Pradesh
Railways,2012-13,1919,Himachal_Pradesh
Railways,2013-14,2309,Himachal_Pradesh
Railways,2014-15,2528,Himachal_Pradesh
Road transport,2011-12,169771,Himachal_Pradesh
Road transport,2012-13,212617,Himachal_Pradesh
Road transport,2013-14,273314,Himachal_Pradesh
Road transport,2014-15,349608,Himachal_Pradesh
Water transport,2011-12,0,Himachal_Pradesh
Water transport,2012-13,0,Himachal_Pradesh
Water transport,2013-14,0,Himachal_Pradesh
Water transport,2014-15,0,Himachal_Pradesh
Air transport,2011-12,898,Himachal_Pradesh
Air transport,2012-13,1670,Himachal_Pradesh
Air transport,2013-14,1452,Himachal_Pradesh
Air transport,2014-15,3979,Himachal_Pradesh
Services incidental to transport,2011-12,814,Himachal_Pradesh
Services incidental to transport,2012-13,1024,Himachal_Pradesh
Services incidental to transport,2013-14,1334,Himachal_Pradesh
Services incidental to transport,2014-15,1724,Himachal_Pradesh
Storage,2011-12,163,Himachal_Pradesh
Storage,2012-13,181,Himachal_Pradesh
Storage,2013-14,120,Himachal_Pradesh
Storage,2014-15,129,Himachal_Pradesh
Communication & services related to broadcasting,2011-12,127471,Himachal_Pradesh
Communication & services related to broadcasting,2012-13,134557,Himachal_Pradesh
Communication & services related to broadcasting,2013-14,166919,Himachal_Pradesh
Communication & services related to broadcasting,2014-15,194266,Himachal_Pradesh
Financial services,2011-12,287346,Himachal_Pradesh
Financial services,2012-13,318473,Himachal_Pradesh
Financial services,2013-14,332560,Himachal_Pradesh
Financial services,2014-15,362521,Himachal_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,674894,Himachal_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,816170,Himachal_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,967576,Himachal_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,1125937,Himachal_Pradesh
Public administration,2011-12,375875,Himachal_Pradesh
Public administration,2012-13,437936,Himachal_Pradesh
Public administration,2013-14,468316,Himachal_Pradesh
Public administration,2014-15,553974,Himachal_Pradesh
Other services,2011-12,612783,Himachal_Pradesh
Other services,2012-13,714593,Himachal_Pradesh
Other services,2013-14,768581,Himachal_Pradesh
Other services,2014-15,923164,Himachal_Pradesh
"Agriculture, forestry and fishing",2011-12,2233546,Jharkhand
"Agriculture, forestry and fishing",2012-13,2550211,Jharkhand
"Agriculture, forestry and fishing",2013-14,2844215,Jharkhand
